Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type
Yuwei Zhang; Fan Wu; Chaonong Xu,Yuwei Zhang; Fan Wu; Chaonong Xu,,A High Throughput Deep Learning Platform for Edge Inference Based on Hardware/Software Codesign,2026,Proceedings of 2025 Chinese Intelligent Automation Conference,,,,,,,10.1007/978-981-95-4049-5_18,https://link.springer.com/chapter/10.1007/978-981-95-4049-5_18,Conference Paper
Huu Q. Tran,Huu Q. Tran,,"FPGAs: architecture, design flow, and emerging applications—industrial perspectives",2026,Analog Integrated Circuits and Signal Processing,,,,,,,10.1007/s10470-026-02563-9,https://link.springer.com/article/10.1007/s10470-026-02563-9,Journal Article
Pinfeng Jiang; Danzhe Song; Menghua Huang; Fan Yang; Letian Wang; Pan Liu; Xiangshui Miao; Xingsheng Wang,Pinfeng Jiang; Danzhe Song; Menghua Huang; Fan Yang; Letian Wang; Pan Liu; Xiangshui Miao; Xingsheng Wang,,Optimizing hardware-software co-design based on non-ideality in memristor crossbars for in-memory computing,2025,Science China Information Sciences,,,,,,,10.1007/s11432-024-4240-x,https://link.springer.com/article/10.1007/s11432-024-4240-x,Journal Article
Edward Chuah; Arshad Jhumka; Sai Narasimhamurthy; Aladdin Ayesh,Edward Chuah; Arshad Jhumka; Sai Narasimhamurthy; Aladdin Ayesh,,Deep learning-based prediction of major page faults in cluster systems,2025,CCF Transactions on High Performance Computing,,,,,,,10.1007/s42514-025-00233-2,https://link.springer.com/article/10.1007/s42514-025-00233-2,Journal Article
Samik Basu; Sayan Tripathi; Soumen Halder; Arkadip Maitra; Pritha Banerjee; Amlan Chakrabarti,Samik Basu; Sayan Tripathi; Soumen Halder; Arkadip Maitra; Pritha Banerjee; Amlan Chakrabarti,,Enhancing Earthquake Preparedness in the Himalayan Region: A Machine Learning Approach using EEW System Parameters,2026,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,,,,10.1007/s40998-025-00967-3,https://link.springer.com/article/10.1007/s40998-025-00967-3,Journal Article
Sneha Dattatreya; Archit Khurana; Kanjalochan Jena; Gaurav Chatterjee,Sneha Dattatreya; Archit Khurana; Kanjalochan Jena; Gaurav Chatterjee,,Embedded microsystem for soil nutrient estimation using machine learning models,2025,Microsystem Technologies,,,,,,,10.1007/s00542-025-05947-5,https://link.springer.com/article/10.1007/s00542-025-05947-5,Journal Article
Somnath Mazumdar; Alberto Scionti; Stéphane Zuckerman; Antoni Portero,Somnath Mazumdar; Alberto Scionti; Stéphane Zuckerman; Antoni Portero,,NoC-based hardware software co-design framework for dataflow thread management,2023,The Journal of Supercomputing,,,,,,,10.1007/s11227-023-05335-8,https://link.springer.com/article/10.1007/s11227-023-05335-8,Journal Article
Zhuomin Chai; Yuxiang Zhao; Yibo Lin; Wei Liu; Runsheng Wang; Ru Huang,Zhuomin Chai; Yuxiang Zhao; Yibo Lin; Wei Liu; Runsheng Wang; Ru Huang,,CircuitNet: an open-source dataset for machine learning applications in electronic design automation (EDA),2022,Science China Information Sciences,,,,,,,10.1007/s11432-022-3571-8,https://link.springer.com/article/10.1007/s11432-022-3571-8,Journal Article
Zephania Philani Khumalo,Zephania Philani Khumalo,,Privacy and security threats and protection in machine learning,2026,Discover Electronics,,,,,,,10.1007/s44291-026-00191-1,https://link.springer.com/article/10.1007/s44291-026-00191-1,Journal Article
Laith Al-Juboori,Laith Al-Juboori,,Bridging the physical-digital divide: a deep learning paradigm shift in surface reconstruction for intelligent reverse engineering,2026,Machine Learning for Computational Science and Engineering,,,,,,,10.1007/s44379-026-00057-z,https://link.springer.com/article/10.1007/s44379-026-00057-z,Journal Article
Anh-Tuan Pham; An-Dong Bui,Anh-Tuan Pham; An-Dong Bui,,Optimizing ECG-Based Sleep Apnea Detection on RISC-V Edge Devices via Hardware-Software Co-design,2026,Computational Intelligence in Engineering Science,,,,,,,10.1007/978-3-032-21631-1_38,https://link.springer.com/chapter/10.1007/978-3-032-21631-1_38,Conference Paper
Akram Aslani; Mostafa Ghobaei-Arani,Akram Aslani; Mostafa Ghobaei-Arani,,Machine learning inference serving models in serverless computing: a survey,2025,Computing,,,,,,,10.1007/s00607-024-01377-9,https://link.springer.com/article/10.1007/s00607-024-01377-9,Journal Article
Bukke Chandrababu NaikS. Sevagan; Bharath KamalakannanN. Derllinraj; Varun P. Gopi,Bukke Chandrababu NaikS. Sevagan; Bharath KamalakannanN. Derllinraj; Varun P. Gopi,,Hybrid Wafer Defect Detection and Segmentation Using Verilog-Based Image Preprocessing and Deep Learning Architectures,2025,Arabian Journal for Science and Engineering,,,,,,,10.1007/s13369-025-10870-y,https://link.springer.com/article/10.1007/s13369-025-10870-y,Journal Article
Md Manan Mujahid; Deepa Jose,Md Manan Mujahid; Deepa Jose,,A new quantum AI -performance analysis of low-power VLSI circuits in IoT devices using quantum machine learning techniques,2026,Quantum Information Processing,,,,,,,10.1007/s11128-026-05149-6,https://link.springer.com/article/10.1007/s11128-026-05149-6,Journal Article
Adel MahmoudM. Watheq El-Kharashi; Cherif Salama,Adel MahmoudM. Watheq El-Kharashi; Cherif Salama,,Generating Synthetic Layout Test Patterns using Deep Learning,2024,Journal of Electronic Testing,,,,,,,10.1007/s10836-024-06138-2,https://link.springer.com/article/10.1007/s10836-024-06138-2,Journal Article
Milad Rahmati; Nima Rahmati,Milad Rahmati; Nima Rahmati,,Physics-informed machine learning for compact modeling and variability prediction of 2D material-based THz transistors,2025,Journal of Electrical Systems and Information Technology,,,,,,,10.1186/s43067-025-00278-x,https://link.springer.com/article/10.1186/s43067-025-00278-x,Journal Article
Shaojun Feng; Jiaqing Zhong; Juan Chen,Shaojun Feng; Jiaqing Zhong; Juan Chen,,Using the Internet of Everything for Machine-Learning-Based Computer System Design and Optimization,2025,Internet of Everything,,,,,,,10.1007/978-3-031-84426-3_6,https://link.springer.com/chapter/10.1007/978-3-031-84426-3_6,Conference Paper
